model,model_family,variant,num_keys,num_updates,condition,query_type,condition_label,slot,subset,label_set,C,n_probe,chance,best_layer,best_top1,best_rel_depth,mean_top1,behavioral_acc,estimable,provenance_tier,source_file,notes
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,semantic,FVQ,1,wrong,shuffled,0.1,1330,0.02,0,0.04060150375939849,0.0,0.022515748831538302,0.6859287054409006,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=605
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,cv_first,0.1,1476,0.02,31,0.5610009161704077,0.861111,0.16208954946701168,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,cv_last,0.1,1476,0.02,36,0.1578699038021072,1.0,0.044715058622525415,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,expected,0.1,1476,0.02,34,0.24526339899221256,0.944444,0.07293168340122072,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,shuffled,0.1,1476,0.02,0,0.03319743472285845,0.0,0.020892585210038252,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,cv_first,0.1,1575,0.02,34,0.4507936507936508,0.944444,0.1444187044187044,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,cv_last,0.1,1575,0.02,36,0.15111111111111114,1.0,0.04573144573144574,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,expected,0.1,1575,0.02,36,0.22603174603174603,1.0,0.0523037323037323,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,shuffled,0.1,1575,0.02,24,0.026666666666666672,0.666667,0.02047190047190047,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,cv_first,0.1,1538,0.02,31,0.39727357333220525,0.861111,0.1277713307029268,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,cv_last,0.1,1538,0.02,36,0.1859681035576801,1.0,0.053284711590900515,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,expected,0.1,1538,0.02,36,0.1619230931934515,1.0,0.04100089979568807,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,shuffled,0.1,1538,0.02,0,0.03185836964338593,0.0,0.02442505113514885,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,cv_first,0.1,1741,0.02,31,0.3940239765504067,0.861111,0.1261458425128023,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,cv_last,0.1,1741,0.02,36,0.17462536639989462,1.0,0.05054867633170173,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,"DEGENERATE: cv_last == expected at k=N, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,expected,0.1,1741,0.02,36,0.17462536639989462,1.0,0.05054867633170173,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,shuffled,0.1,1741,0.02,0,0.02642196093930112,0.0,0.018800220040216094,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,cv_first,0.1,1231,0.02,28,0.16897732135216087,0.777778,0.06703336099998487,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=616
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,cv_last,0.1,1231,0.02,33,0.4776537967808828,0.916667,0.1019356870448013,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_last == expected at k=N, not a control here; superseded shard(s) probe_fits_wrong.json:n=616"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,expected,0.1,1231,0.02,33,0.4776537967808828,0.916667,0.1019356870448013,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=616
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,shuffled,0.1,1231,0.02,0,0.04142720779434515,0.0,0.02450135531008445,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=616
gemma-3-4b-it,Gemma-3,base,5,10,FVQ,ordinal,k1,1,all,expected,0.1,2500,0.02,24,0.9944000000000001,0.705882,0.49945142857142866,0.9916,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,FVQ,semantic,FVQ,1,all,expected,0.1,2500,0.02,24,0.9936,0.705882,0.49802285714285716,0.9912,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,all,expected,0.1,2700,0.02,30,0.6918518518518518,0.882353,0.3101481481481481,0.43,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k3,3,all,expected,0.1,2600,0.02,33,0.32999999999999996,0.970588,0.09972527472527473,0.008076923076923077,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k4,4,all,expected,0.1,2600,0.02,30,0.17807692307692308,0.882353,0.052120879120879114,0.0007692307692307692,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k5,5,all,expected,0.1,1300,0.02,33,0.10384615384615385,0.970588,0.03993406593406594,0.002307692307692308,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k6,6,all,expected,0.1,1350,0.02,34,0.0637037037037037,1.0,0.030052910052910053,0.0,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k7,7,all,expected,0.1,1350,0.02,32,0.08444444444444445,0.941176,0.035111111111111114,0.013333333333333334,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k8,8,all,expected,0.1,1350,0.02,30,0.09185185185185185,0.882353,0.037523809523809515,0.017037037037037038,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k9,9,all,expected,0.1,1350,0.02,31,0.09999999999999999,0.911765,0.04074074074074074,0.025185185185185185,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,ordinal,k10,10,all,expected,0.1,1411,0.02,31,0.26218830664361076,0.911765,0.09820314262085558,0.09836065573770492,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,semantic,CVQ,10,all,expected,0.1,8648,0.02,32,0.9131602683899611,0.941176,0.42767941259488046,0.8526365348399246,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,FVQ,ordinal,k1,1,correct,expected,0.1,2479,0.02,24,0.9983854675790159,0.705882,0.5001063864450962,0.9916,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,FVQ,semantic,FVQ,1,correct,expected,0.1,2478,0.02,24,1.0,0.705882,0.5004721640366802,0.9912,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,correct,expected,0.1,1161,0.02,31,0.9715628237383453,0.911765,0.4290603395420622,0.43,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k3,3,correct,,,21,0.02,,,,,0.008076923076923077,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=21 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k4,4,correct,,,2,0.02,,,,,0.0007692307692307692,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=2 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k5,5,correct,,,3,0.02,,,,,0.002307692307692308,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=3 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k6,6,correct,,,0,0.02,,,,,0.0,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=0 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k7,7,correct,,,18,0.02,,,,,0.013333333333333334,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=18 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k8,8,correct,,,23,0.02,,,,,0.017037037037037038,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=23 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k9,9,correct,,,34,0.02,,,,,0.025185185185185185,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=34 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,ordinal,k10,10,correct,,,159,0.02,,,,,0.09836065573770492,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,"n=159 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,semantic,CVQ,10,correct,expected,0.1,7386,0.02,32,0.9898456531956394,0.941176,0.45920845188436754,0.8526365348399246,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,5,10,FVQ,ordinal,k1,1,wrong,,,20,0.02,,,,,0.9916,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_missing.json,"n=20 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,FVQ,semantic,FVQ,1,wrong,,,22,0.02,,,,,0.9912,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_missing.json,"n=22 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,1539,0.02,34,0.9610072338085367,1.0,0.44601681241048385,0.43,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_last,0.1,1539,0.02,3,0.05002538178433944,0.088235,0.03733364355514193,0.43,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,expected,0.1,1539,0.02,30,0.6380853674013284,0.882353,0.23135762329806075,0.43,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,shuffled,0.1,1539,0.02,0,0.031189982655780702,0.0,0.02318958379916965,0.43,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k3,3,wrong,cv_first,0.1,2579,0.02,29,0.6739068262211184,0.852941,0.335468610564569,0.008076923076923077,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k3,3,wrong,cv_last,0.1,2579,0.02,3,0.07095506886430344,0.088235,0.05692008300272017,0.008076923076923077,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k3,3,wrong,expected,0.1,2579,0.02,33,0.33811921426958685,0.970588,0.10039458547022331,0.008076923076923077,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k3,3,wrong,shuffled,0.1,2579,0.02,10,0.03140739068262211,0.294118,0.022666537646894386,0.008076923076923077,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k4,4,wrong,cv_first,0.1,2598,0.02,29,0.5704468652734549,0.852941,0.2835942958775328,0.0007692307692307692,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k4,4,wrong,cv_last,0.1,2598,0.02,32,0.07275900400177857,0.941176,0.05467951893963454,0.0007692307692307692,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k4,4,wrong,expected,0.1,2598,0.02,30,0.17666888987698234,0.882353,0.05227034237438862,0.0007692307692307692,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k4,4,wrong,shuffled,0.1,2598,0.02,0,0.027329183340744034,0.0,0.020323191259607448,0.0007692307692307692,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k5,5,wrong,cv_first,0.1,1297,0.02,18,0.32997326997327,0.529412,0.1537625694768552,0.002307692307692308,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k5,5,wrong,cv_last,0.1,1297,0.02,31,0.05783783783783784,0.911765,0.03901879587593874,0.002307692307692308,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k5,5,wrong,expected,0.1,1297,0.02,31,0.09794178794178794,0.911765,0.03828512028512029,0.002307692307692308,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k5,5,wrong,shuffled,0.1,1297,0.02,7,0.03855063855063855,0.205882,0.024341210912639483,0.002307692307692308,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k6,6,wrong,cv_first,0.1,1350,0.02,18,0.3237037037037037,0.529412,0.13883597883597887,0.0,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k6,6,wrong,cv_last,0.1,1350,0.02,34,0.07629629629629629,1.0,0.03782010582010582,0.0,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k6,6,wrong,expected,0.1,1350,0.02,34,0.0637037037037037,1.0,0.030052910052910053,0.0,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k6,6,wrong,shuffled,0.1,1350,0.02,0,0.028888888888888888,0.0,0.02,0.0,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k7,7,wrong,cv_first,0.1,1332,0.02,18,0.27773929205035064,0.529412,0.10172260506804734,0.013333333333333334,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k7,7,wrong,cv_last,0.1,1332,0.02,32,0.11486863225479427,0.941176,0.05559935150878802,0.013333333333333334,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k7,7,wrong,expected,0.1,1332,0.02,34,0.07506406465602207,1.0,0.033163084275697266,0.013333333333333334,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k7,7,wrong,shuffled,0.1,1332,0.02,25,0.03228295457745488,0.735294,0.0226522968738057,0.013333333333333334,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k8,8,wrong,cv_first,0.1,1327,0.02,18,0.26524897148531706,0.529412,0.08459785582554769,0.017037037037037038,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k8,8,wrong,cv_last,0.1,1327,0.02,31,0.1311136331394524,0.911765,0.061000911983462684,0.017037037037037038,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k8,8,wrong,expected,0.1,1327,0.02,34,0.09119591431408709,1.0,0.03694124799870295,0.017037037037037038,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k8,8,wrong,shuffled,0.1,1327,0.02,0,0.029388565754007657,0.0,0.020220983726161764,0.017037037037037038,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k9,9,wrong,cv_first,0.1,1316,0.02,18,0.2887717478972232,0.529412,0.10188789030994354,0.025185185185185185,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_missing.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k9,9,wrong,cv_last,0.1,1316,0.02,32,0.1238564350731651,0.941176,0.05718845159909798,0.025185185185185185,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_missing.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k9,9,wrong,expected,0.1,1316,0.02,31,0.0965030533471598,0.911765,0.04027348443698253,0.025185185185185185,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_missing.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k9,9,wrong,shuffled,0.1,1316,0.02,0,0.028116718515958056,0.0,0.018607805375866208,0.025185185185185185,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_missing.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,ordinal,k10,10,wrong,cv_first,0.1,1251,0.02,18,0.21584063745019919,0.529412,0.07534470119521913,0.09836065573770492,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,ordinal,k10,10,wrong,cv_last,0.1,1251,0.02,31,0.235002390438247,0.911765,0.08458508821855434,0.09836065573770492,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,"DEGENERATE: cv_last == expected at k=N, not a control here"
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,ordinal,k10,10,wrong,expected,0.1,1251,0.02,31,0.235002390438247,0.911765,0.08458508821855434,0.09836065573770492,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,ordinal,k10,10,wrong,shuffled,0.1,1251,0.02,3,0.03195856573705179,0.088235,0.02297288560045532,0.09836065573770492,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,semantic,CVQ,10,wrong,cv_first,0.1,1262,0.02,18,0.17271472488863795,0.529412,0.05711632742688644,0.8526365348399246,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,semantic,CVQ,10,wrong,cv_last,0.1,1262,0.02,32,0.6640253565768621,0.941176,0.22168892913742358,0.8526365348399246,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,"DEGENERATE: cv_last == expected at k=N, not a control here"
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,semantic,CVQ,10,wrong,expected,0.1,1262,0.02,32,0.6640253565768621,0.941176,0.22168892913742358,0.8526365348399246,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,
gemma-3-4b-it,Gemma-3,base,5,10,CVQ,semantic,CVQ,10,wrong,shuffled,0.1,1262,0.02,0,0.0491283676703645,0.0,0.029409101199909443,0.8526365348399246,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong_topup.json,
gemma-3-4b-it,Gemma-3,base,10,5,FVQ,ordinal,k1,1,all,expected,0.1,1250,0.02,34,0.9904,1.0,0.4684342857142857,0.9904,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,FVQ,semantic,FVQ,1,all,expected,0.1,1250,0.02,34,0.9936,1.0,0.47259428571428586,0.992,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k2,2,all,expected,0.1,3000,0.02,30,0.6526666666666667,0.882353,0.2887904761904762,0.3546666666666667,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k3,3,all,expected,0.1,3000,0.02,33,0.29300000000000004,0.970588,0.0928,0.012666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
