model,model_family,variant,num_keys,num_updates,condition,query_type,condition_label,slot,subset,label_set,C,layer,rel_depth,top1,top1_std,mean_rank,mrr,n_folds,hit_max_iter,n_probe,chance,provenance_tier,source_file,notes
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,0,0.0,0.03777843777843778,0.001516156699507006,20.577377487377486,0.1274712944774118,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,1,0.027778,0.02850905850905851,0.013001594313634785,22.225313335313338,0.1133558562113208,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,2,0.055556,0.03391446391446391,0.014500473090793607,22.307686367686365,0.1177964708867307,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,3,0.083333,0.032370062370062375,0.01818027682952602,22.17881793881794,0.11836844248203093,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,4,0.111111,0.0323967923967924,0.016865722474305827,22.235847935847936,0.11442230247761624,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,5,0.138889,0.030843480843480847,0.015446345578257172,22.1721978021978,0.11435396953730977,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,6,0.166667,0.0292990792990793,0.010528298173684766,22.31960201960202,0.11264038630927664,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,7,0.194444,0.028532818532818534,0.007960824681262352,22.185381645381646,0.11410544199181975,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,8,0.222222,0.027763587763587762,0.012074026828838087,22.23067716067716,0.11267501976366165,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,9,0.25,0.03005940005940006,0.009225989996488057,22.26111078111078,0.11295020499848211,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,10,0.277778,0.029296109296109298,0.007553479577562277,22.335259875259872,0.11299033564653349,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,11,0.305556,0.026985446985446988,0.010918590536544513,22.27959013959014,0.11112686573997999,5,False,1297,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
