theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,5,CVQ,semantic,last,0.87,,0.8,0.93,,100,,3,0.8969,"{""correct"": 87, ""garbage"": 3, ""intermediate_intrusion"": 10}",AB,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,5,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",AB,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,7,CVQ,semantic,last,0.64,,0.55,0.73,,100,,6,0.6809,"{""correct"": 64, ""garbage"": 6, ""intermediate_intrusion"": 30}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,7,FVQ,semantic,first,0.99,,0.97,1.0,,100,,0,0.99,"{""correct"": 99, ""intermediate_intrusion"": 1}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,10,CVQ,semantic,last,0.66,,0.57,0.75,,100,,9,0.7253,"{""correct"": 66, ""garbage"": 9, ""intermediate_intrusion"": 25}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,10,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,15,CVQ,semantic,last,0.7,,0.6,0.79,,100,,7,0.7527,"{""correct"": 70, ""garbage"": 7, ""intermediate_intrusion"": 23}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,15,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,20,CVQ,semantic,last,0.67,,0.58,0.76,,100,,16,0.7976,"{""correct"": 67, ""garbage"": 16, ""intermediate_intrusion"": 17}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,20,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,30,CVQ,semantic,last,0.62,,0.53,0.71,,100,,16,0.7381,"{""correct"": 62, ""garbage"": 16, ""intermediate_intrusion"": 22}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,30,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,50,CVQ,semantic,last,0.54,,0.44,0.63,,100,,16,0.6429,"{""correct"": 54, ""garbage"": 16, ""intermediate_intrusion"": 30}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,50,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,75,CVQ,semantic,last,0.45,,0.35,0.55,,100,,21,0.5696,"{""correct"": 45, ""garbage"": 21, ""intermediate_intrusion"": 34}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,75,FVQ,semantic,first,0.99,,0.97,1.0,,100,,0,0.99,"{""correct"": 99, ""intermediate_intrusion"": 1}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,100,CVQ,semantic,last,0.38,,0.29,0.47,,100,,12,0.4318,"{""correct"": 38, ""garbage"": 12, ""intermediate_intrusion"": 50}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,2,100,FVQ,semantic,first,0.99,,0.97,1.0,,100,,0,0.99,"{""correct"": 99, ""intermediate_intrusion"": 1}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,5,CVQ,semantic,last,0.87,,0.8,0.94,,100,,2,0.8878,"{""correct"": 87, ""garbage"": 2, ""intermediate_intrusion"": 11}",AB,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,5,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",AB,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,7,CVQ,semantic,last,0.74,,0.65,0.82,,100,,2,0.7551,"{""correct"": 74, ""garbage"": 2, ""intermediate_intrusion"": 24}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,7,FVQ,semantic,first,0.99,,0.97,1.0,,100,,0,0.99,"{""correct"": 99, ""intermediate_intrusion"": 1}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,10,CVQ,semantic,last,0.77,,0.69,0.85,,100,,3,0.7938,"{""correct"": 77, ""garbage"": 3, ""intermediate_intrusion"": 20}",B,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,10,FVQ,semantic,first,0.99,,0.97,1.0,,100,,0,0.99,"{""correct"": 99, ""intermediate_intrusion"": 1}",B,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,15,CVQ,semantic,last,0.84,,0.77,0.91,,100,,0,0.84,"{""correct"": 84, ""intermediate_intrusion"": 16}",B,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,15,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,20,CVQ,semantic,last,0.67,,0.57,0.76,,100,,10,0.7444,"{""correct"": 67, ""garbage"": 10, ""intermediate_intrusion"": 23}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,20,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,30,CVQ,semantic,last,0.61,,0.52,0.7,,100,,9,0.6703,"{""correct"": 61, ""garbage"": 9, ""intermediate_intrusion"": 30}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,30,FVQ,semantic,first,0.98,,0.95,1.0,,100,,1,0.9899,"{""correct"": 98, ""garbage"": 1, ""intermediate_intrusion"": 1}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,50,CVQ,semantic,last,0.57,,0.47,0.67,,100,,11,0.6404,"{""correct"": 57, ""garbage"": 11, ""intermediate_intrusion"": 32}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,50,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
01_fvq_cvq,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,chat_template,3,75,CVQ,semantic,last,0.6,,0.5,0.7,,100,,7,0.6452,"{""correct"": 60, ""garbage"": 7, ""intermediate_intrusion"": 33}",C,,raw,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json,
