theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,5,CVQ,semantic,last,0.87,,0.8,0.93,,100,,0,0.87,"{""correct"": 87, ""intermediate_intrusion"": 13}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,5,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,7,CVQ,semantic,last,0.71,,0.62,0.8,,100,,0,0.71,"{""correct"": 71, ""intermediate_intrusion"": 29}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,7,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,10,CVQ,semantic,last,0.77,,0.68,0.85,,100,,0,0.77,"{""correct"": 77, ""intermediate_intrusion"": 23}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,10,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,15,CVQ,semantic,last,0.82,,0.74,0.89,,100,,0,0.82,"{""correct"": 82, ""intermediate_intrusion"": 18}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,15,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,20,CVQ,semantic,last,0.65,,0.56,0.74,,100,,1,0.6566,"{""correct"": 65, ""garbage"": 1, ""intermediate_intrusion"": 34}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,20,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,30,CVQ,semantic,last,0.67,,0.57,0.76,,100,,4,0.6979,"{""correct"": 67, ""garbage"": 4, ""intermediate_intrusion"": 29}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,30,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,50,CVQ,semantic,last,0.74,,0.65,0.82,,100,,2,0.7551,"{""correct"": 74, ""garbage"": 2, ""intermediate_intrusion"": 24}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,50,FVQ,semantic,first,0.99,,0.97,1.0,,100,,1,1.0,"{""correct"": 99, ""garbage"": 1}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,75,CVQ,semantic,last,0.77,,0.69,0.85,,100,,5,0.8105,"{""correct"": 77, ""garbage"": 5, ""intermediate_intrusion"": 18}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,75,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,100,CVQ,semantic,last,0.7,,0.61,0.78,,100,,11,0.7865,"{""correct"": 70, ""garbage"": 11, ""intermediate_intrusion"": 19}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,100,FVQ,semantic,first,0.98,,0.95,1.0,,100,,2,1.0,"{""correct"": 98, ""garbage"": 2}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,5,CVQ,semantic,last,0.88,,0.81,0.94,,100,,0,0.88,"{""correct"": 88, ""intermediate_intrusion"": 12}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,5,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,7,CVQ,semantic,last,0.79,,0.71,0.87,,100,,0,0.79,"{""correct"": 79, ""intermediate_intrusion"": 21}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,7,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
01_fvq_cvq,Qwen3.5-4B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,10,CVQ,semantic,last,0.71,,0.62,0.8,,100,,0,0.71,"{""correct"": 71, ""intermediate_intrusion"": 29}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json,
