arm,model,variant,num_keys,num_updates,condition,query_type,behavioral_accuracy,n_trials,n_correct,n_wrong,H_out_all,H_out_correct,H_out_wrong,confusion_gap,provenance_tier,source_file,notes
scratch,gpt2-small,scratch_cosine,2,4,FVQ,ordinal,1.0,150,150,0,0.00033110694481678737,0.00033110694481678737,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,1.0,150,150,0,0.0005213688867669966,0.0005213688867669966,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,1.0,150,150,0,0.0005294508962412414,0.0005294508962412414,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,1.0,150,150,0,0.0007370510401864468,0.0007370510401864468,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,1.0,150,150,0,0.0005279522883577912,0.0005279522883577912,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,1.0,150,150,0,0.00035088387377027057,0.00035088387377027057,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,6,CVQ,ordinal,1.0,150,150,0,0.0007912865191268753,0.0007912865191268753,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,6,IVQ_d25,ordinal,1.0,150,150,0,0.0005674453727683022,0.0005674453727683022,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,6,IVQ_d50,ordinal,1.0,150,150,0,0.0005691672646499001,0.0005691672646499001,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,6,IVQ_d75,ordinal,1.0,150,150,0,0.0006312057266897005,0.0006312057266897005,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,8,FVQ,ordinal,1.0,150,150,0,0.0003992591002759862,0.0003992591002759862,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,8,CVQ,ordinal,1.0,150,150,0,0.000683291230687072,0.000683291230687072,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,8,IVQ_d25,ordinal,1.0,150,150,0,0.0005374061243900842,0.0005374061243900842,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,8,IVQ_d50,ordinal,1.0,150,150,0,0.0010754192311715472,0.0010754192311715472,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,8,IVQ_d75,ordinal,0.15333333333333332,150,23,127,0.029190503277209644,0.05968970849717067,0.023667025166508034,-0.036022683330662636,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,10,FVQ,ordinal,1.0,150,150,0,0.0004967846314966632,0.0004967846314966632,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,10,CVQ,ordinal,1.0,150,150,0,0.0007182842435700996,0.0007182842435700996,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,10,IVQ_d25,ordinal,1.0,150,150,0,0.000666664797711247,0.000666664797711247,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,10,IVQ_d50,ordinal,1.0,150,150,0,0.004152648354718077,0.004152648354718077,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,10,IVQ_d75,ordinal,0.9866666666666667,150,148,2,0.008082531888518632,0.005833300531056506,0.17452565234071618,0.16869235180965966,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=2 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,2,12,FVQ,ordinal,1.0,150,150,0,0.0004080805141756876,0.0004080805141756876,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,12,CVQ,ordinal,1.0,150,150,0,0.001128266539927957,0.001128266539927957,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,12,IVQ_d25,ordinal,1.0,150,150,0,0.0010741477439758194,0.0010741477439758194,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,12,IVQ_d50,ordinal,1.0,150,150,0,0.011007923314622527,0.011007923314622527,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,2,12,IVQ_d75,ordinal,1.0,150,150,0,0.016402257861229258,0.016402257861229258,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,4,FVQ,ordinal,1.0,150,150,0,0.0003146241460826065,0.0003146241460826065,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,4,CVQ,ordinal,1.0,150,150,0,0.0006181613255441436,0.0006181613255441436,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,4,IVQ_d25,ordinal,1.0,150,150,0,0.0005166531854490331,0.0005166531854490331,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,4,IVQ_d50,ordinal,1.0,150,150,0,0.0014979407856847637,0.0014979407856847637,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,4,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.001383208644133766,0.0011542475343971578,0.03549841399488839,0.03434416646049124,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,6,FVQ,ordinal,1.0,150,150,0,0.0003312727503952089,0.0003312727503952089,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,6,CVQ,ordinal,0.9933333333333333,150,149,1,0.0027590373434653237,0.0015161588413636145,0.18794793415662003,0.18643177531525643,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,6,IVQ_d25,ordinal,1.0,150,150,0,0.0006645942788113116,0.0006645942788113116,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,6,IVQ_d50,ordinal,1.0,150,150,0,0.0034589931699476224,0.0034589931699476224,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,6,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.013318663176376394,0.012252977615753703,0.17210581170915712,0.15985283409340342,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,8,FVQ,ordinal,1.0,150,150,0,0.0003900332841404984,0.0003900332841404984,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,8,CVQ,ordinal,1.0,150,150,0,0.0028796025740036807,0.0028796025740036807,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,8,IVQ_d25,ordinal,1.0,150,150,0,0.0027265782156684574,0.0027265782156684574,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,8,IVQ_d50,ordinal,0.9933333333333333,150,149,1,0.015930844710010942,0.01473538334133905,0.194054588642123,0.17931920530078393,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,8,IVQ_d75,ordinal,0.8266666666666667,150,124,26,0.06281698456724184,0.05281477946881406,0.11051980888282037,0.057705029414006306,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,10,FVQ,ordinal,1.0,150,150,0,0.0006834391252907524,0.0006834391252907524,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,10,CVQ,ordinal,0.9933333333333333,150,149,1,0.006587823385090196,0.005522648218655929,0.1652989231837961,0.15977627496514019,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,10,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.002980540556668321,0.001781544274404295,0.1816309866140083,0.179849442339604,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,10,IVQ_d50,ordinal,0.9733333333333334,150,146,4,0.032495871795994544,0.028566214266809536,0.17592837161124697,0.14736215734443744,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=4 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,10,IVQ_d75,ordinal,0.92,150,138,12,0.05878877532074572,0.04930621631475583,0.16783820388962908,0.11853198757487325,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=12 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,12,FVQ,ordinal,1.0,150,150,0,0.0007467234215547726,0.0007467234215547726,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,4,12,CVQ,ordinal,0.9866666666666667,150,148,2,0.012787328213437834,0.010392583827947761,0.1899984127397034,0.17960582891175564,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=2 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,12,IVQ_d25,ordinal,0.9533333333333334,150,143,7,0.018114253871903897,0.015144560636589956,0.07878084425046014,0.06363628361387019,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=7 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,12,IVQ_d50,ordinal,0.9333333333333333,150,140,10,0.06683857791473492,0.05816174885787878,0.18831418471072064,0.13015243585284186,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=10 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,4,12,IVQ_d75,ordinal,0.8666666666666667,150,130,20,0.10328733141089412,0.09187198089335742,0.1774871097748827,0.08561512888152527,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,4,FVQ,ordinal,1.0,150,150,0,0.00032100113573830337,0.00032100113573830337,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,4,CVQ,ordinal,0.9933333333333333,150,149,1,0.003136489239491522,0.0030352396689414898,0.018222675251446323,0.015187435582504833,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,4,IVQ_d25,ordinal,0.9866666666666667,150,148,2,0.002003823863868702,0.0007854408236716643,0.09216416883844952,0.09137872801477785,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=2 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,4,IVQ_d50,ordinal,0.9933333333333333,150,149,1,0.0022704683510088824,0.0009606682894350465,0.1974306775255105,0.19647000923607544,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,4,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.005752797367990712,0.004623140709696714,0.17407163945379645,0.16944849874409973,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,6,FVQ,ordinal,1.0,150,150,0,0.00037547056843269174,0.00037547056843269174,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,6,CVQ,ordinal,1.0,150,150,0,0.004539222853522435,0.004539222853522435,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,6,IVQ_d25,ordinal,0.9866666666666667,150,148,2,0.004684027822313169,0.0030112227444406806,0.12847160358487741,0.12546038084043673,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=2 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,6,IVQ_d50,ordinal,0.9933333333333333,150,149,1,0.006614082803545743,0.006503288451032689,0.02312244132799081,0.01661915287695812,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,6,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.014703668800446079,0.0138974423305482,0.13483141281523012,0.12093397048468192,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,8,FVQ,ordinal,1.0,150,150,0,0.000689247777844411,0.000689247777844411,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,8,CVQ,ordinal,0.9933333333333333,150,149,1,0.011532885446636366,0.010754999267636178,0.12743792611766439,0.1166829268500282,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,8,IVQ_d25,ordinal,1.0,150,150,0,0.008135446477873214,0.008135446477873214,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,8,IVQ_d50,ordinal,0.9733333333333334,150,146,4,0.03491187060051529,0.03116991232705311,0.17149334758188522,0.14032343525483212,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=4 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,8,IVQ_d75,ordinal,0.6533333333333333,150,98,52,0.12477685453439165,0.10813552414609542,0.1561393618046424,0.04800383765854699,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,10,FVQ,ordinal,1.0,150,150,0,0.0006861057066593988,0.0006861057066593988,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,10,CVQ,ordinal,0.98,150,147,3,0.0333047399291218,0.032852867254366584,0.05544650099212715,0.022593633737760563,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=3 -- gap is noisy, do not quote this cell alone"
